"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","856","605,063","141,140","24,389"
"Washington","722511","Full-service restaurants","S-corporations ","All establishments","2017","3,153","1,369,933","314,561","54,640"
"Washington","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","903","183,887","41,730","8,520"
"Washington","722511","Full-service restaurants","Partnerships","All establishments","2017","1,355","628,655","144,637","25,499"
"Washington","722511","Full-service restaurants","Non-profit","All establishments","2017","3","S","S","100 to 249 employees"
"Washington","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","1,597","118,751","13,148","2,721"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","161","13,690","1,301","251"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","641","51,244","6,511","1,203"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","410","16,704","2,740","714"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","385","37,113","2,596","553"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","1,248","177,267","40,900","8,570"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","122","17,091","3,969","852"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","662","101,151","23,519","4,583"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","237","27,305","6,296","1,603"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","226","31,494","7,066","1,524"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","1,439","447,442","104,412","19,799"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","186","60,338","14,126","2,556"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","802","258,854","60,452","11,035"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","165","42,419","9,718","2,262"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","285","85,553","20,056","3,930"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","1,508","1,103,388","260,398","45,789"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","224","169,658","41,122","7,111"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","885","647,208","151,046","26,337"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","65","43,169","10,048","1,914"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","332","241,657","57,777","10,361"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","407","683,051","160,428","26,865"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","125","213,380","48,878","8,829"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","145","251,679","58,396","9,321"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","23","41,752","9,924","1,660"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","114","176,240","43,230","7,055"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","70","253,610","59,723","8,673"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","38","130,906","31,744","4,790"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","17","57,421","13,081","1,888"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2017","3","12,538","3,004","367"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","11","43,161","9,630","1,482"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2017","3","15,813","5,838","867"
"West Virginia","722511","Full-service restaurants","All establishments","All establishments","2017","1,193","378,738","90,180","24,649"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","271","112,677","27,446","6,833"
"West Virginia","722511","Full-service restaurants","S-corporations ","All establishments","2017","392","134,368","31,626","8,386"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","271","49,992","11,710","3,995"
"West Virginia","722511","Full-service restaurants","Partnerships","All establishments","2017","259","81,701","19,398","5,435"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","270","11,576","1,326","445"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","52","2,736","418","109"
"West Virginia","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","57","2,697","277","79"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","97","3,142","361","157"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","64","3,001","270","100"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","216","20,800","5,071","1,544"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","53","5,484","1,342","363"
"West Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","56","6,001","1,447","416"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","66","5,264","1,338","472"
"West Virginia","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","41","4,051","944","293"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","322","67,396","16,067","4,610"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","65","14,263","3,611","878"
"West Virginia","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","150","34,140","7,789","2,187"
"West Virginia","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","47","7,513","1,851","672"
